7201789,-66.791954,422,2323,18,0.7858108023098871
7201678,-66.074701,1915,6260,18,0.2905419880345637
7201657,-65.875112,375,0,18,100
72022786,17.9290851,-66.2401162,21091150,27780143,56.84347864501969
72021936,17.9426256,-66.1592943,22919101,13762061,37.51806172334453
72022556,17.9480718,-66.7410776,0,48601422,100
7201636,17.956867,-66.228391,1337665,301215,18.37932002343063
7201690,17.962532,-66.3669,1087872,562307,34.07551544408213
72021926,17.9684059,-66.929179,1510880,478247,24.04306009621306
7201672,17.968406,-66.929179,6529189,15045,0.2298970360778664
72023236,17.9686107,-66.4008152,1176249,0,0
7201594,17.96862,-66.061721,2585184,574577,18.18419177906177
7202356,17.9687798,-66.8823256,24581781,4633768,15.86062271155678
72022636,17.9758626,-66.5951293,5638369,2006211,26.24357387848646
72021166,17.9764237,-66.0658319,3450699,219702,5.985776486002483
72021956,17.9776345,-66.1174121,1449714,2575,0.1773063074911398
7202666,17.9799789,-66.2353661,29694082,1532828,4.908676522909247
72022626,17.9834965,-66.6144492,3400690,1041532,23.44619426944444
72021946,17.9860438,-66.1136472,638990,0,0
72022536,17.9864645,-65.9960776,10918017,4824283,30.64535042528728
72022246,17.9868859,-67.0689571,56526203,16605013,22.70577997773208
7201780,17.987448,-66.609708,79432564,39129481,33.00337894812796
7201756,17.988088,-66.025148,3382092,12948,0.381379895376785
72022206,17.9905001,-66.5139709,8301289,7090142,46.06551528574568
7202376,17.9909259,-66.8021024,39834978,10482871,20.83330509616975
7201645,17.994152,-66.084281,1436129,1429,0.09940468488923579
7201822,17.996066,-66.708539,1320939,0,0
7201609,17.996233,-66.051911,677397,0,0
72022606,17.9995282,-66.6259151,1098798,0,0
72022686,18.000501,-66.6543613,2504612,0,0
7201750,18.002882,-66.109131,755636,2148,0.2834580830421334
7202606,18.0031869,-66.6377153,1352126,5489,0.4043119735712997
72022616,18.0063622,-66.6093942,479099,14945,3.025034207479496
72022776,18.0067673,-66.2400283,20514618,26483,0.1289268768991497
72021396,18.007866,-67.1646319,28863233,4904781,14.52493178900009
72022596,18.0085515,-66.6267634,526009,0,0
72022366,18.0086419,-65.8898001,27957201,3305779,10.574100741516
7201762,18.009288,-65.936985,1176331,0,0
72021916,18.0093069,-66.90155,13138816,43308,0.3285358262446932
7201729,18.009988,-67.085439,806352,0,0
7202456,18.0114004,-66.5022005,19789147,65316,0.3289738936782123
72022576,18.0123919,-66.5980967,1216495,15492,1.257480801339625
72022586,18.0156383,-66.6292175,700369,546,0.07789817595571503
72023536,18.0178085,-66.83907,10987037,4527,0.04118613147319163
7202616,18.018955,-66.5811304,4880165,96449,1.938044622307457
72022566,18.0203944,-66.6108311,574044,10776,1.842618241510208
7201675,18.021779,-66.79095,1835062,478,0.02604138291728865
72021976,18.0228429,-66.7911559,1733244,478,0.02757074086848987
7202446,18.0283556,-66.4565227,45027241,4798946,9.631373157251627
7201732,18.028675,-66.33563,3851156,0,0
7201840,18.030065,-66.056034,3076256,0,0
7201606,18.034074,-67.171609,2587064,0,0
72023526,18.0343691,-66.850874,2566176,7096,0.2757578678041031
72022676,18.0347972,-66.6582701,4491733,351,0.007813745246081773
72022646,18.0354003,-66.559825,11173701,242093,2.12068472854363
72022656,18.0354771,-66.5971716,1772488,59470,3.246253462142691
7201795,18.038965,-66.467864,641338,0,0
7201777,18.040482,-65.907109,1795973,0,0
72022186,18.0407962,-66.4811235,11284166,8139,0.07207563026326334
72022766,18.0419416,-66.9151038,15063054,8826,0.05855938343458149
72022236,18.0420472,-67.0133408,23449512,3512,0.01497461478741505
72023506,18.042821,-65.9069563,12423922,0,0
7201717,18.043095,-66.942801,615590,0,0
72021386,18.048695,-67.1825406,20444634,4270028,17.277306887709
7201693,18.053345,-66.504734,3798536,43111,1.122200972655738
7201831,18.054008,-66.585737,277603,0,0
7202586,18.0609563,-66.7258629,1242069,1742,0.1400534325552676
7202936,18.0627868,-66.8397928,23569177,14373,0.06094502311992893
72023496,18.064604,-65.8985069,9055767,0,0
